Group,Score_Activation
Control,0.05829523472217146
Control,0.0912548403941934
Control,0.17096333944943706
Control,0.022505216308793624
Control,0.14412559248266144
Control,0.09113877872160844
Control,0.01665868341856308
Control,0.05997337778010631
Control,0.06959539565487183
Control,0.09538004011613468
Control,0.12351392104872891
Control,0.14088954189283526
Control,0.09083969218276416
Control,0.15591959238318165
Control,0.0866963032097322
Control,0.11146713485951676
Control,-0.0012571019605383538
Control,0.14089006325074263
Control,0.18404706465360712
Control,0.11347945464760431
Control,0.19753590289299836
Control,0.13310845028463683
Control,0.11728409766619291
Control,0.12477611817643794
Control,0.179993894586595
Control,0.16070780015177819
Control,0.12247917125855001
Control,0.11576845202026029
Control,0.08162792111718933
Control,0.14421085250816218
Control,0.1684350477014497
Control,0.14806013774446553
Control,-0.003379505613575806
Control,0.08063867864268548
Control,0.07870001484584915
Control,0.10080821777267202
Control,0.12078929492329543
Control,0.09930038252801798
Control,0.2155828821486321
Control,0.021517528073577707
Control,0.054324042969855685
Control,0.16038562594980432
Control,0.07718667590631423
Control,0.14916680063823923
Control,0.13088593448417774
Control,0.08824607520597835
Control,0.09096017941716256
Control,0.09918986794143217
Control,0.16186711979550264
Control,0.18231685557625896
Control,0.12615829021768557
Control,0.12678535041734657
Control,0.07071299091762256
Control,-0.03460080288724357
Control,0.028931785852481157
Control,0.06502883908740653
Control,0.07505627386811853
Control,0.10837671622517647
Control,0.26800007152982647
Control,0.31251698087821966
Control,0.1588339866735996
Model,0.1981664013570235
Model,0.08949930392778838
Model,0.16176959689511372
Model,0.02124380015476357
Model,0.12979317030380402
Model,0.10958445577185558
Model,0.09038637008688255
Model,-0.01264653204542604
Model,0.14906818079975007
Model,0.09962938541552693
Model,0.0966514711794646
Model,0.1828140710109851
Model,0.13670954815918784
Model,0.0706327050558832
Model,0.17179984419109298
Model,0.1334365620262248
Model,-0.04399341750171537
Model,0.05927573225835761
Model,0.06447590792856886
Model,0.027260738604576396
Model,0.12621736938472308
Model,0.15575575150773677
Model,0.13629313070771418
Model,0.24463994859187232
Model,0.01656115712928133
Model,0.18867430266993768
Model,0.1734085316907868
Model,0.02895307055816737
Model,0.20573686716149883
Model,0.10455601344273374
Model,0.11489484062960315
Model,0.169841298158618
Model,0.06558874040144344
Model,0.10440999076783725
Model,0.17708140791060534
Model,0.05347773688559815
Model,0.15333529658939526
Model,0.09414729326465057
Model,0.2007832258707172
Model,0.052745328499720634
Model,0.22151741694447188
Model,0.0941781946515027
Model,0.06909981585931088
Model,-0.012222139133657495
Model,0.10738577691208959
Model,0.05997609347935634
Model,-0.018116106689308548
Model,0.15389899053966988
Model,0.08806162640668347
Model,-0.08902809455774831
Model,0.04986311001921179
Model,0.27971123957979505
Model,0.13364438448462598
Model,0.13168764685840242
Model,0.16155685416299234
Model,0.16688378957601693
Model,0.26869183400004204
Model,0.29025823854682437
Model,0.2152101778266422
Model,-0.03158663427550657
Control,0.3113101560003649
Control,0.35993856490655085
Control,0.45155685429057413
Control,0.18334682011684048
Control,0.026974433507674783
Control,0.09169580014121442
Control,0.16602792987057996
Control,0.21414419294333908
Control,0.09131463142807536
Control,0.05526280223725233
Control,0.20143569206845932
Control,0.16104311010111932
Control,0.14609115272594267
Control,0.11016085016288885
Control,0.050221737810600575
Control,0.17368302682836187
Control,0.1316745295838236
Control,0.09758279421922225
Control,0.15277457901732447
Control,0.10946958007886926
Control,0.17830247132142918
Control,0.1007627216868576
Control,0.1971317251922029
Control,0.09202163182240533
Control,0.0942232759634122
Control,0.10281430997178706
Control,0.09971984433489897
Control,0.08219927170603569
Control,0.09863898001918556
Control,0.1266146861058281
Control,0.02600184518225082
Control,0.06563160796893747
Control,0.02310028516063456
Control,0.07970334308734836
Control,0.10169554740157283
Control,0.16998876589729367
Control,0.1825501973280806
Control,0.19141367991499547
Control,0.15326313470119618
Control,0.20469758755121473
Control,0.06634671731936095
Control,0.11372606152276132
Control,0.13734709339397008
Control,0.07131038043012586
Control,0.04907333113278034
Control,0.15326457624318476
Control,0.15565116828101933
Control,0.12052675672996802
Control,0.0766912050204665
Control,0.2003669659030876
Control,0.08920453357590213
Control,0.07080868879954022
Control,0.12463974328078287
Control,0.1518488214699055
Control,0.10540089858415533
Control,0.1533875910600558
Control,0.11638814556425897
Control,0.1627161593208611
Control,0.14890397379098
Control,0.23103268263464918
Control,0.13289396287073926
Control,0.07623881300954916
Control,0.03617578253166598
Control,0.1519800106950162
Control,0.028348912828609185
Control,0.056032634432632095
Control,0.12695845267179948
Control,0.15175822652967746
Control,0.15623039359365948
Control,0.08625069582874292
Control,0.10614495107295652
Control,0.24885857025516472
Model,0.2595232347713798
Model,0.07723704003702966
Model,0.1842267917284333
Model,0.02095639333544233
Model,0.21721338747337113
Model,0.1775476236141379
Model,-0.0015395791368474077
Model,0.10439914205799933
Model,0.11846114168464808
Model,0.14364912464732976
Model,0.01981459141043382
Model,0.004321918506154515
Model,0.03249782270678178
Model,0.15392289007520726
Model,0.14703777455698816
Model,0.07028848597304346
Model,0.046280176610319385
Model,0.09504588830431168
Model,0.13638954670267092
Model,0.034012093791196185
Model,0.03457048000433505
Model,0.09391505875050554
Model,0.05339729533413451
Model,0.1151884922481567
Model,0.08718219050595594
Model,0.20228116966808918
Model,0.14145193716621188
Model,0.07080596253491833
Model,0.06300045122935488
Model,0.03298377990722656
Model,0.04601012803240365
Model,0.15733510873788176
Model,0.14102371892535698
Model,0.08988026213087766
Model,0.051721848705274714
Model,0.13593918490436432
Model,-0.04316592548736098
Model,0.07932664744697157
Model,0.007789210199379448
Model,0.1472385975562343
Model,0.2342540159937796
Model,0.1322496507478797
Model,0.18427161508579318
Model,0.13920072820805918
Model,0.11363485811014506
Model,0.07654785571688394
Model,0.10233557722640277
Model,0.13095781423043515
Model,0.10690427231815217
Model,0.06767499048175621
Model,0.12059271993445711
Model,0.1467090770685287
Model,0.1808789581758123
Model,0.12193271195476538
Model,-0.046599790603420815
Model,0.2814712249315702
Model,0.15254291629578626
Model,0.11295571860129486
Model,0.18432608881390083
Model,0.15885264624985831
Model,0.3129920358774787
Model,0.28174262966466457
Model,0.0
Control,0.0
Control,0.38644676862353067
Control,0.15673892195009467
Control,0.18539942560121497
Control,0.07538142903326878
Control,0.16166940806568533
Control,0.03462726236585789
Control,0.15222910574846044
Control,0.2210063641951103
Control,0.10828970174991434
Control,0.15722858839343354
Control,0.16118988956230274
Control,0.08935684949126399
Control,0.14554825754069964
Control,0.1736943107783595
Control,0.19124722786438772
Control,0.10370563543759859
Control,0.019680391918190876
Control,0.13418861336532645
Control,0.1719435897293431
Control,0.10069958714471344
Control,-0.04869428080991492
Control,0.1785043812914437
Control,0.09712825358379115
Control,0.125897124060819
Control,0.07074966252581064
Control,0.19567427414582594
Control,0.1744484803083881
Control,0.09142406449270088
Control,0.07700737809124866
Control,0.12520266556022158
Control,0.09688157687086194
Control,0.17250174715899036
Control,0.094869524406616
Control,0.12903920304416414
Control,0.15025478860606317
Control,0.06723206564202625
Control,0.12928075960514407
Control,-0.05073978536769563
Control,0.17091853655833197
Control,0.0718629289098674
Control,0.08269926204596345
Control,0.04209572455556099
Control,0.15866759362959673
Control,0.18568217860682223
Control,0.10567669146834408
Control,0.09457048684059577
Control,0.19142915426422252
Control,0.19427267829975822
Control,0.09761042731794359
Control,0.033562572238968885
Control,0.09513495080048423
Control,0.05701487618545226
Control,0.03439612751421722
Control,0.15663789586478652
Control,0.14005413143132442
Control,0.03241241430093347
Control,0.08723278760644237
Control,0.0088514052372978
Control,0.05335652535841484
Control,0.22040980595808762
Control,0.11220773738895104
Control,0.18333688295272949
Control,0.07996891719707547
Control,0.09809418698749944
Control,0.10533117237962875
Control,0.08262778046139108
Control,0.1801455140512524
Control,0.16747575180985058
Control,0.11423978770988574
Control,0.2096258468319607
Control,0.3214567328243617
Control,0.19097865983395274
Control,0.1208650740226907
Model,0.22981245873896705
Model,0.05313245515227985
Model,0.10479636541842885
Model,0.11915043258879626
Model,0.1380143879249343
Model,0.1046416320263874
Model,0.18057946151448465
Model,0.1878168338384384
Model,0.027593610278738773
Model,0.1281651071082788
Model,-0.0736449925995192
Model,-0.014098804398391007
Model,0.05442834033349417
Model,0.17688134814318737
Model,0.15770761969363278
Model,0.14809973170791849
Model,0.10045874138739597
Model,0.02194065799149647
Model,0.04768699633503706
Model,0.07053531252819559
Model,0.08953645137640145
Model,0.09817213265260594
Model,-0.01709220308391013
Model,0.1263330647246362
Model,0.2057123160282505
Model,0.02486979011176288
Model,0.07297446915138525
Model,-0.026435797363353553
Model,0.0744480269409741
Model,-0.006819069451977439
Model,0.13479487539799584
Model,0.10182251380040094
Model,-0.10832662393682645
Model,0.10559039470742779
Model,0.08431388941098217
Model,0.13654137594644042
Model,0.12778987041949696
Model,0.09133114556936647
Model,0.05053847808901682
Model,0.1513559198964267
Model,0.09992533530147049
Model,0.07199076844697014
Model,0.07074432528537253
Model,0.10331565965643963
Model,0.17583607564137266
Model,0.005160800855162406
Model,0.09167323363664556
Model,0.1977853717878378
Model,-0.004681277301664982
Model,0.08371865051645896
Model,0.16762646358281605
Model,0.09951359937289356
Model,0.15026725986463702
Model,0.1797327334798432
Model,0.03595359169918558
Model,0.007724289577807325
Model,0.1130713948703796
Model,0.16408704767790658
Model,0.1354231136698388
Model,0.14527116963430126
